"model_name","seed","training_status","training_dataset","num_training_samples","generation_strategy","prompt_type","explanation_type","response_type","response_format","evaluation_dataset","label_accuracy","misclassification_rate","combined_accuracy","malformed_label","malformed_domain","total_predictions","correct_predictions","conditional_accuracy","wrong_predictions","correct_label_and_domain","Constitutional_Law_accuracy","Contracts_accuracy","Criminal_Law_accuracy","Evidence_accuracy","Real_Property_accuracy","Torts_accuracy","Civil_Procedure_accuracy","correct_domain_wrong_label","correct_label_wrong_domain","both_wrong"
"llama2","seed_989","trained","all_domains_20_samples",20,"temp_025","zero_shot","structured","fact_first","number_list","test_set_1",0.36,0.64,0.33,0,11,99,36,0.36,64,33,0.21,0.5,0.38,0.2,0.36,0.31,0.38,55,3,8
"llama2","seed_206","trained","all_domains_20_samples",20,"greedy","few_shot","unstructured","answer_first","markdown","test_set_1",0.42,0.58,0.41,0,7,99,42,0.42,58,41,0.21,0.43,0.54,0.4,0.57,0.46,0.31,51,1,6
"llama3","seed_206","trained","all_domains_20_samples",20,"greedy","few_shot","unstructured","answer_first","markdown","test_set_1",0.46,0.54,0.43,0,4,99,46,0.46,54,43,0.64,0.21,0.69,0.47,0.43,0.38,0.25,52,3,1
"llama3","seed_989","trained","all_domains_20_samples",20,"greedy","few_shot","unstructured","answer_first","number_list","test_set_2",0.56,0.44,0.51,1,11,100,56,0.57,43,51,0.5,0.27,0.5,0.6,0.4,0.79,0.54,38,5,6
"llama3","seed_989","trained","all_domains_10_samples",10,"greedy","few_shot","structured","fact_first","markdown","test_set_2",0.56,0.44,0.46,0,16,100,56,0.56,44,46,0.79,0.4,0.21,0.33,0.47,0.5,0.54,38,10,6
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_025","few_shot","structured","fact_first","markdown","test_set_2",0.27,0.73,0.16,7,43,100,27,0.29,66,16,0.21,0.47,0.21,0.07,0,0.07,0.08,41,11,32
"llama2","seed_206","trained","all_domains_20_samples",20,"temp_025","few_shot","structured","answer_first","markdown","test_set_1",0.38,0.62,0.35,0,8,99,38,0.38,62,35,0.29,0.5,0.38,0.27,0.36,0.23,0.44,56,3,5
"llama3","seed_206","trained","all_domains_20_samples",20,"greedy","few_shot","structured","answer_first","markdown","test_set_1",0.48,0.52,0.44,0,6,99,48,0.48,52,44,0.5,0.29,0.69,0.47,0.43,0.46,0.31,49,4,2
"llama2","seed_989","untrained","all_domains_0_samples",0,"temp_025","few_shot","structured","fact_first","number_list","test_set_2",0.29,0.71,0.18,4,26,100,29,0.3,67,18,0.07,0.27,0.43,0,0.13,0.21,0.15,56,11,15
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_025","zero_shot","structured","answer_first","markdown","test_set_1",0.52,0.48,0.51,0,6,99,51,0.51,49,50,0.71,0.36,0.54,0.53,0.43,0.69,0.31,43,1,5
"llama3","seed_206","trained","all_domains_20_samples",20,"greedy","zero_shot","unstructured","fact_first","number_list","test_set_2",0.51,0.49,0.47,0,5,100,51,0.51,49,47,0.57,0.2,0.5,0.53,0.47,0.57,0.46,48,4,1
"llama3","seed_206","trained","all_domains_20_samples",20,"greedy","few_shot","unstructured","fact_first","number_list","test_set_2",0.57,0.43,0.52,1,10,100,57,0.58,42,52,0.79,0.4,0.57,0.6,0.33,0.5,0.46,38,5,5
"llama2","seed_206","trained","all_domains_20_samples",20,"temp_025","zero_shot","structured","answer_first","number_list","test_set_2",0.35,0.65,0.29,0,14,100,35,0.35,65,29,0.36,0.33,0.43,0.13,0.13,0.43,0.23,57,6,8
"llama2","seed_989","untrained","all_domains_0_samples",0,"temp_06","few_shot","unstructured","answer_first","markdown","test_set_2",0.22,0.78,0.1,0,46,100,22,0.22,78,10,0.29,0.13,0.14,0,0,0,0.15,44,12,34
"llama2","seed_206","trained","all_domains_10_samples",10,"temp_06","zero_shot","structured","fact_first","markdown","test_set_2",0.28,0.72,0.25,0,13,100,28,0.28,72,25,0.5,0.13,0.14,0.2,0.27,0.29,0.23,62,3,10
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_06","zero_shot","structured","answer_first","number_list","test_set_2",0.58,0.42,0.52,0,9,100,58,0.58,42,52,0.36,0.47,0.64,0.33,0.4,0.71,0.77,39,6,3
"llama3","seed_989","trained","all_domains_20_samples",20,"greedy","zero_shot","unstructured","answer_first","number_list","test_set_2",0.55,0.45,0.5,0,7,100,55,0.55,45,50,0.5,0.2,0.64,0.47,0.53,0.57,0.62,43,5,2
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_06","few_shot","structured","answer_first","number_list","test_set_2",0.57,0.43,0.52,0,11,100,57,0.57,43,52,0.57,0.4,0.36,0.47,0.4,0.71,0.77,37,5,6
"llama3","seed_989","trained","all_domains_20_samples",20,"temp_06","few_shot","structured","fact_first","number_list","test_set_1",0.52,0.48,0.48,0,6,99,51,0.51,49,48,0.5,0.5,0.62,0.47,0.64,0.46,0.25,45,3,3
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_025","zero_shot","structured","answer_first","markdown","test_set_2",0.28,0.72,0.26,0,9,100,28,0.28,72,26,0.29,0.33,0.36,0.33,0.13,0.21,0.15,65,2,7
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_06","few_shot","unstructured","answer_first","number_list","test_set_2",0.25,0.75,0.22,3,29,100,25,0.26,72,22,0.21,0.33,0.57,0.07,0.07,0.07,0.23,49,3,26
"llama2","seed_989","untrained","all_domains_0_samples",0,"temp_025","few_shot","unstructured","fact_first","markdown","test_set_2",0.26,0.74,0.19,24,34,100,26,0.34,50,19,0.43,0.2,0.21,0.07,0.07,0.21,0.15,47,7,27
"llama2","seed_989","untrained","all_domains_0_samples",0,"temp_025","few_shot","structured","answer_first","markdown","test_set_2",0.34,0.66,0.19,0,32,100,34,0.34,66,19,0.21,0.4,0.43,0,0,0.14,0.15,49,15,17
"llama2","seed_989","trained","all_domains_20_samples",20,"temp_025","zero_shot","unstructured","fact_first","number_list","test_set_1",0.37,0.63,0.34,0,9,99,37,0.37,63,34,0.21,0.29,0.46,0.27,0.43,0.38,0.38,56,3,6
"llama2","seed_989","trained","all_domains_10_samples",10,"greedy","few_shot","structured","fact_first","number_list","test_set_2",0.36,0.64,0.33,0,13,100,36,0.36,64,33,0.43,0.53,0.5,0.07,0.27,0.29,0.23,54,3,10
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_06","few_shot","unstructured","fact_first","number_list","test_set_2",0.24,0.76,0.18,13,31,100,24,0.28,63,18,0.07,0.4,0.29,0.27,0.07,0.07,0.08,51,6,25
"llama2","seed_206","trained","all_domains_20_samples",20,"greedy","zero_shot","unstructured","answer_first","number_list","test_set_2",0.4,0.6,0.35,0,11,100,40,0.4,60,35,0.36,0.47,0.36,0.27,0.27,0.36,0.38,54,5,6
"llama3","seed_989","trained","all_domains_20_samples",20,"temp_06","zero_shot","structured","fact_first","number_list","test_set_1",0.56,0.44,0.28,0,45,99,55,0.55,45,28,0.21,0.29,0.23,0.47,0.21,0.23,0.31,26,27,18
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_025","zero_shot","unstructured","fact_first","markdown","test_set_2",0.33,0.67,0.29,0,11,100,33,0.33,67,29,0.43,0.27,0.43,0.2,0.27,0.36,0.08,60,4,7
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_06","few_shot","structured","fact_first","markdown","test_set_1",0.26,0.74,0.24,6,11,99,26,0.28,68,24,0.29,0.14,0.31,0.13,0.21,0.23,0.38,64,2,9
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_025","few_shot","unstructured","answer_first","markdown","test_set_1",0.46,0.54,0.43,0,4,99,46,0.46,54,43,0.64,0.21,0.69,0.47,0.43,0.38,0.25,52,3,1
"llama3","seed_989","trained","all_domains_20_samples",20,"temp_025","few_shot","unstructured","answer_first","number_list","test_set_2",0.55,0.45,0.5,2,12,100,55,0.56,43,50,0.5,0.27,0.5,0.6,0.33,0.79,0.54,38,5,7
"llama3","seed_989","trained","all_domains_10_samples",10,"temp_06","zero_shot","structured","fact_first","markdown","test_set_2",0.57,0.43,0.49,0,16,100,57,0.57,43,49,0.57,0.53,0.36,0.4,0.47,0.64,0.46,35,8,8
"llama2","seed_989","trained","all_domains_20_samples",20,"temp_025","few_shot","unstructured","fact_first","number_list","test_set_1",0.32,0.68,0.31,3,6,99,32,0.33,65,31,0.36,0.29,0.46,0.27,0.43,0.23,0.19,62,1,5
"llama2","seed_206","trained","all_domains_10_samples",10,"temp_025","few_shot","unstructured","fact_first","markdown","test_set_2",0.24,0.76,0.2,17,12,100,24,0.29,59,20,0.64,0.2,0.29,0.07,0.13,0,0.08,68,4,8
"llama2","seed_206","trained","all_domains_20_samples",20,"temp_025","zero_shot","structured","answer_first","markdown","test_set_1",0.35,0.65,0.32,0,8,99,35,0.35,65,32,0.21,0.29,0.23,0.4,0.29,0.31,0.5,59,3,5
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_06","few_shot","structured","answer_first","number_list","test_set_2",0.21,0.79,0.15,19,48,100,21,0.26,60,15,0.21,0.13,0.36,0,0.2,0,0.15,37,6,42
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_06","few_shot","unstructured","answer_first","markdown","test_set_2",0.22,0.78,0.12,0,53,100,22,0.22,78,12,0.36,0.07,0.21,0,0.07,0.07,0.08,35,10,43
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_025","zero_shot","unstructured","fact_first","number_list","test_set_2",0.5,0.5,0.47,0,4,100,50,0.5,50,47,0.57,0.27,0.43,0.47,0.53,0.57,0.46,49,3,1
"llama2","seed_206","trained","all_domains_20_samples",20,"greedy","few_shot","unstructured","answer_first","number_list","test_set_2",0.31,0.69,0.28,0,7,100,31,0.31,69,28,0.29,0.4,0.36,0.2,0.2,0.21,0.31,65,3,4
"llama2","seed_989","trained","all_domains_20_samples",20,"temp_025","few_shot","structured","answer_first","number_list","test_set_1",0.41,0.59,0.36,1,10,99,41,0.41,58,36,0.21,0.5,0.38,0.13,0.5,0.31,0.5,53,5,5
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_025","few_shot","unstructured","fact_first","number_list","test_set_2",0.56,0.44,0.52,0,8,100,56,0.56,44,52,0.64,0.33,0.5,0.67,0.4,0.57,0.54,40,4,4
"llama2","seed_989","trained","all_domains_20_samples",20,"temp_06","zero_shot","structured","fact_first","number_list","test_set_1",0.43,0.57,0.38,0,9,99,43,0.43,57,38,0.57,0.36,0.38,0.27,0.36,0.38,0.38,52,5,4
"llama3","seed_989","trained","all_domains_20_samples",20,"temp_025","zero_shot","unstructured","answer_first","number_list","test_set_2",0.54,0.46,0.49,0,7,100,54,0.54,46,49,0.5,0.2,0.57,0.47,0.53,0.57,0.62,44,5,2
"llama3","seed_989","trained","all_domains_10_samples",10,"temp_025","few_shot","structured","fact_first","markdown","test_set_2",0.51,0.49,0.41,0,16,100,51,0.51,49,41,0.71,0.33,0.21,0.27,0.4,0.43,0.54,43,10,6
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_06","zero_shot","structured","answer_first","markdown","test_set_1",0.51,0.49,0.49,0,6,99,50,0.5,50,49,0.71,0.36,0.46,0.53,0.43,0.69,0.31,44,1,5
"llama2","seed_989","untrained","all_domains_0_samples",0,"temp_025","few_shot","structured","fact_first","markdown","test_set_2",0.3,0.7,0.19,3,34,100,30,0.31,67,19,0.36,0.4,0.29,0,0.13,0.14,0,47,11,23
"llama3","seed_989","trained","all_domains_20_samples",20,"greedy","zero_shot","structured","answer_first","number_list","test_set_2",0.59,0.41,0.53,0,9,100,59,0.59,41,53,0.36,0.47,0.64,0.33,0.47,0.71,0.77,38,6,3
"llama2","seed_989","trained","all_domains_10_samples",10,"greedy","zero_shot","structured","fact_first","markdown","test_set_2",0.34,0.66,0.29,0,12,100,34,0.34,66,29,0.36,0.33,0.29,0.27,0.13,0.36,0.31,59,5,7
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_06","few_shot","structured","fact_first","number_list","test_set_2",0.23,0.77,0.13,18,50,100,23,0.28,59,13,0.21,0.07,0.43,0,0,0.07,0.15,37,10,40
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_025","few_shot","structured","answer_first","markdown","test_set_1",0.48,0.52,0.45,0,5,99,48,0.48,52,45,0.5,0.29,0.77,0.47,0.43,0.46,0.31,49,3,2
"llama2","seed_206","trained","all_domains_20_samples",20,"temp_025","few_shot","unstructured","answer_first","markdown","test_set_1",0.39,0.61,0.38,0,7,99,39,0.39,61,38,0.21,0.36,0.54,0.33,0.57,0.46,0.25,54,1,6
"llama3","seed_989","trained","all_domains_20_samples",20,"greedy","few_shot","structured","answer_first","number_list","test_set_2",0.57,0.43,0.51,0,11,100,57,0.57,43,51,0.57,0.4,0.36,0.47,0.4,0.71,0.69,38,6,5
"llama2","seed_206","trained","all_domains_20_samples",20,"temp_06","zero_shot","structured","answer_first","number_list","test_set_2",0.4,0.6,0.33,0,14,100,40,0.4,60,33,0.21,0.4,0.43,0.27,0.2,0.43,0.38,53,7,7
"llama3","seed_206","trained","all_domains_20_samples",20,"greedy","few_shot","structured","fact_first","number_list","test_set_2",0.54,0.46,0.49,0,9,100,54,0.54,46,49,0.5,0.33,0.5,0.33,0.47,0.57,0.77,42,5,4
"llama3","seed_989","trained","all_domains_20_samples",20,"temp_06","few_shot","unstructured","answer_first","number_list","test_set_2",0.57,0.43,0.51,2,12,100,57,0.58,41,51,0.5,0.27,0.5,0.6,0.47,0.79,0.46,37,6,6
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_06","few_shot","unstructured","fact_first","markdown","test_set_2",0.35,0.65,0.17,15,57,100,35,0.41,50,17,0.14,0.33,0.21,0,0.07,0.36,0.08,26,18,39
"llama3","seed_206","trained","all_domains_20_samples",20,"greedy","zero_shot","structured","fact_first","number_list","test_set_2",0.56,0.44,0.25,1,45,100,56,0.57,43,25,0.43,0.2,0.21,0.27,0,0.43,0.23,30,31,14
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_06","few_shot","unstructured","answer_first","markdown","test_set_1",0.47,0.53,0.45,0,4,99,47,0.47,53,45,0.64,0.21,0.77,0.47,0.43,0.31,0.38,50,2,2
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_06","zero_shot","structured","answer_first","markdown","test_set_2",0.34,0.66,0.3,0,12,100,34,0.34,66,30,0.29,0.33,0.43,0.4,0.27,0.14,0.23,58,4,8
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_06","few_shot","structured","answer_first","markdown","test_set_2",0.17,0.83,0.09,28,52,100,17,0.24,55,9,0,0.07,0.14,0.07,0.07,0.14,0.15,39,8,44
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_06","zero_shot","unstructured","fact_first","number_list","test_set_2",0.56,0.44,0.52,0,6,100,56,0.56,44,52,0.57,0.47,0.43,0.53,0.53,0.57,0.54,42,4,2
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_06","zero_shot","unstructured","fact_first","markdown","test_set_2",0.33,0.67,0.29,0,14,100,33,0.33,67,29,0.43,0.33,0.43,0.13,0.2,0.36,0.15,57,4,10
"llama2","seed_989","trained","all_domains_20_samples",20,"temp_06","zero_shot","unstructured","fact_first","number_list","test_set_1",0.37,0.63,0.36,1,9,99,37,0.37,62,36,0.64,0.29,0.46,0.4,0.07,0.31,0.38,54,1,8
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_06","few_shot","unstructured","fact_first","number_list","test_set_2",0.57,0.43,0.52,0,9,100,57,0.57,43,52,0.64,0.33,0.57,0.67,0.4,0.71,0.31,39,5,4
"llama2","seed_989","trained","all_domains_20_samples",20,"greedy","few_shot","structured","fact_first","number_list","test_set_1",0.41,0.59,0.38,0,10,99,41,0.41,59,38,0.29,0.36,0.46,0.4,0.43,0.23,0.5,51,3,7
"llama3","seed_989","trained","all_domains_20_samples",20,"temp_06","zero_shot","unstructured","answer_first","number_list","test_set_2",0.54,0.46,0.5,0,6,100,54,0.54,46,50,0.5,0.27,0.64,0.47,0.53,0.57,0.54,44,4,2
"llama2","seed_206","trained","all_domains_20_samples",20,"temp_025","zero_shot","unstructured","answer_first","number_list","test_set_2",0.42,0.58,0.36,0,10,100,42,0.42,58,36,0.36,0.47,0.43,0.27,0.27,0.36,0.38,54,6,4
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_025","few_shot","structured","answer_first","number_list","test_set_2",0.28,0.72,0.23,0,16,100,28,0.28,72,23,0.21,0.33,0.43,0.13,0.27,0.07,0.15,61,5,11
"llama2","seed_989","untrained","all_domains_0_samples",0,"temp_06","few_shot","structured","answer_first","number_list","test_set_2",0.27,0.73,0.21,0,31,100,27,0.27,73,21,0.14,0.2,0.57,0,0.13,0.14,0.31,48,6,25
"llama2","seed_206","trained","all_domains_20_samples",20,"greedy","zero_shot","structured","fact_first","number_list","test_set_2",0.38,0.62,0.33,0,12,100,38,0.38,62,33,0.43,0.33,0.21,0.4,0.33,0.29,0.31,55,5,7
"llama3","seed_989","trained","all_domains_20_samples",20,"greedy","zero_shot","structured","answer_first","markdown","test_set_1",0.52,0.48,0.51,0,6,99,51,0.51,49,50,0.71,0.36,0.54,0.53,0.43,0.69,0.31,43,1,5
"llama2","seed_206","trained","all_domains_20_samples",20,"temp_06","zero_shot","structured","answer_first","markdown","test_set_1",0.35,0.65,0.3,0,11,99,35,0.35,65,30,0.21,0.29,0.23,0.4,0.14,0.31,0.5,58,5,6
"llama3","seed_989","trained","all_domains_20_samples",20,"temp_025","zero_shot","structured","answer_first","number_list","test_set_2",0.59,0.41,0.53,0,9,100,59,0.59,41,53,0.36,0.47,0.64,0.33,0.47,0.71,0.77,38,6,3
"llama2","seed_989","trained","all_domains_20_samples",20,"temp_06","few_shot","unstructured","fact_first","number_list","test_set_1",0.25,0.75,0.22,2,7,99,25,0.26,73,22,0.21,0.14,0.38,0.13,0.36,0.08,0.25,70,3,4
"llama3","seed_989","trained","all_domains_10_samples",10,"temp_06","few_shot","structured","fact_first","markdown","test_set_2",0.62,0.38,0.52,0,15,100,62,0.62,38,52,0.79,0.4,0.14,0.4,0.53,0.71,0.69,33,10,5
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_06","few_shot","structured","fact_first","markdown","test_set_2",0.24,0.76,0.13,29,60,100,24,0.34,47,13,0.14,0.27,0.14,0.07,0.07,0.21,0,27,11,49
"llama2","seed_206","trained","all_domains_20_samples",20,"temp_06","few_shot","structured","answer_first","markdown","test_set_1",0.37,0.63,0.35,0,7,99,37,0.37,63,35,0.36,0.5,0.38,0.2,0.29,0.31,0.44,57,2,5
"llama2","seed_989","untrained","all_domains_0_samples",0,"temp_06","few_shot","structured","fact_first","number_list","test_set_2",0.24,0.76,0.18,4,30,100,24,0.25,72,18,0.29,0.27,0.29,0.07,0.07,0.14,0.15,52,6,24
"llama2","seed_206","trained","all_domains_10_samples",10,"temp_06","few_shot","unstructured","fact_first","markdown","test_set_2",0.3,0.7,0.24,15,15,100,30,0.35,55,24,0.5,0.33,0.36,0.07,0.13,0.14,0.15,61,6,9
"llama3","seed_989","trained","all_domains_20_samples",20,"temp_025","few_shot","structured","answer_first","number_list","test_set_2",0.57,0.43,0.51,0,10,100,57,0.57,43,51,0.57,0.4,0.36,0.47,0.47,0.64,0.69,39,6,4
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_025","few_shot","structured","fact_first","number_list","test_set_2",0.55,0.45,0.51,0,8,100,55,0.55,45,51,0.5,0.4,0.57,0.33,0.53,0.64,0.62,41,4,4
"llama3","seed_989","trained","all_domains_20_samples",20,"greedy","zero_shot","unstructured","fact_first","number_list","test_set_2",0.51,0.49,0.47,0,5,100,51,0.51,49,47,0.57,0.2,0.5,0.53,0.47,0.57,0.46,48,4,1
"llama2","seed_206","trained","all_domains_20_samples",20,"temp_025","few_shot","unstructured","answer_first","number_list","test_set_2",0.28,0.72,0.25,0,7,100,28,0.28,72,25,0.29,0.33,0.29,0.13,0.27,0.21,0.23,68,3,4
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_06","few_shot","structured","answer_first","markdown","test_set_1",0.48,0.52,0.44,0,6,99,48,0.48,52,44,0.5,0.29,0.69,0.47,0.43,0.46,0.31,49,4,2
"llama2","seed_989","trained","all_domains_20_samples",20,"greedy","zero_shot","structured","answer_first","number_list","test_set_2",0.4,0.6,0.33,0,14,100,40,0.4,60,33,0.36,0.33,0.43,0.27,0.13,0.5,0.31,53,7,7
"llama3","seed_989","trained","all_domains_20_samples",20,"greedy","few_shot","unstructured","answer_first","markdown","test_set_1",0.46,0.54,0.43,0,4,99,46,0.46,54,43,0.64,0.21,0.69,0.47,0.43,0.38,0.25,52,3,1
"llama3","seed_206","trained","all_domains_20_samples",20,"temp_025","zero_shot","structured","fact_first","number_list","test_set_2",0.58,0.42,0.3,0,43,100,58,0.58,42,30,0.36,0.27,0.43,0.27,0.07,0.36,0.38,27,28,15
"llama2","seed_989","untrained","all_domains_0_samples",0,"temp_06","few_shot","unstructured","fact_first","markdown","test_set_2",0.29,0.71,0.16,2,43,100,29,0.3,69,16,0.14,0.27,0.43,0.07,0,0.14,0.08,41,13,30
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_025","zero_shot","structured","fact_first","markdown","test_set_2",0.31,0.69,0.29,2,13,100,31,0.32,67,29,0.5,0.4,0.21,0.33,0.07,0.21,0.31,58,2,11
"llama3","seed_989","trained","all_domains_20_samples",20,"greedy","few_shot","unstructured","fact_first","number_list","test_set_2",0.57,0.43,0.52,1,10,100,57,0.58,42,52,0.79,0.4,0.57,0.6,0.33,0.5,0.46,38,5,5
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_025","few_shot","structured","fact_first","number_list","test_set_2",0.38,0.62,0.34,2,13,100,38,0.39,60,34,0.43,0.33,0.43,0.4,0.13,0.21,0.46,53,4,9
"llama2","seed_989","untrained","all_domains_0_samples",0,"temp_06","few_shot","structured","answer_first","markdown","test_set_2",0.29,0.71,0.16,0,42,100,29,0.29,71,16,0.29,0.27,0.43,0,0,0,0.15,42,13,29
"llama2","seed_206","trained","all_domains_20_samples",20,"temp_06","few_shot","unstructured","answer_first","markdown","test_set_1",0.37,0.63,0.36,0,6,99,37,0.37,63,36,0.21,0.43,0.54,0.27,0.43,0.38,0.31,57,1,5
"llama2","seed_206","trained","all_domains_20_samples",20,"greedy","zero_shot","unstructured","fact_first","number_list","test_set_2",0.32,0.68,0.29,3,10,100,32,0.33,65,29,0.29,0.2,0.36,0.2,0.33,0.43,0.23,61,3,7
"llama2","seed_206","trained","all_domains_10_samples",10,"greedy","few_shot","structured","fact_first","markdown","test_set_2",0.41,0.59,0.31,11,17,100,41,0.46,48,31,0.64,0.33,0.43,0.2,0.27,0.14,0.15,52,10,7
"llama3","seed_989","trained","all_domains_20_samples",20,"temp_025","zero_shot","structured","answer_first","markdown","test_set_1",0.52,0.48,0.51,0,6,99,51,0.51,49,50,0.71,0.36,0.54,0.53,0.43,0.69,0.31,43,1,5
